monster/boss/targetableentity name,id
Kanamia Female Villager's Spirit,101216
Kanamia Undead Warrior,101217
Kanamia Undead Hunter,101218
Kanamia Undead Archer,101219
Manned Mech - Ranged,101220
Manned Mech - Melee,101221
Byrnhald Shield Bearer,101222
Byrnhald Rifleman,101223
Byrnhald Swordsman,101224
Byrnhald Spearman,101225
Byrnhald Shield Bearer,101226
Byrnhald Rifleman,101227
Byrnhald Swordsman,101228
Byrnhald Spearman,101229
Kanamia Undead Archer,101230
Boss - Manned Mech,101231
Byrnhald Swordsman,101232
Byrnhald Defender,101233
Byrnhald Shield Bearer,101234
Byrnhald Rifleman,101235
Byrnhald Spearman,101236
Kanamia Voodoo Warrior,101237
Kanamia Assassin,101238
Kanamia Assassin,101239
Kanamia Warrior,101240
Kanamia Scout,101241
Kanamia Hunter,101242
Kanamia Wraith,101243
Kanamia Wraith,101244
Byrnhald Light Striker,101245
Kanamia High Hunter,101246
Boss - Elite Manned Mech,101247
Boss - Kanamian Undead Warlord,101248
[Boss] Kanamia Elder Wraith,101249
Byrnhald War Machine,101250
Wounded Asterleeds Soldier,101251
Manned Mech,101252
Byrnhald Swordsman,101253
Byrnhald Defender,101254
Byrnhald Shield Bearer,101255
Byrnhald Rifleman,101256
Byrnhald Spearman,101257
Kanamia Voodoo Warrior,101258
Kanamia Assassin,101259
Kanamia Assassin,101260
Kanamia Warrior,101261
Kanamia Scout,101262
Kanamia Hunter,101263
Kanamia Wraith,101264
Kanamia Wraith,101265
Byrnhald Light Striker,101266
Kanamia High Hunter,101267
Phantom Manned Mech,101268
Charging Device,101269
Scorching Battle Axe,101270
Wounded Asterleeds Soldier,101271
Annihilation Mech Soldier,101272
rank test,101273
Byrnhald Rifleman,101274
Rin·Izcorgiky,102101
Ice Mirage,102102
Rin·Izcorgiky,102104
Rin·Izcorgiky,102105
Little Dragon 1,102111
Little Dragon 2,102112
Little Fire Dragon 1,102113
Little Fire Dragon 2,102114
Windbreaking Ice Wall 1,102131
Gunpowder Bucket 1,102141
Human Ice Block,102151
Cannon Ice Block,102152
Ice Pillar (L),102153
Ice Pillar (S),102154
Bone·Xiolotl,102401
Divine Defense Tower,102402
Battle Mech 03,102403
Battle Mech 03,102404
Battle Mech 03,102405
Battle Mech 03,102406
Elite Defensive Type 06,102407
Battle Mech 03,102408
Beta-Type Combat Golem,102409
Bone·Xiolotl,102450
Bone·Xiolotl,102451
Light·Tonatiuh,102701
Radiant Crystal,102702
Dark Crystal,102703
Light Spirit,102704
Edge Blade,102705
Light·Tonatiuh,102720
Light·Tonatiuh,102721
Sunfire,102800
Moonstrike,102801
Solarshine Domain 1,102802
Solarshine Domain 2,102803
Solarshine Domain 3,102804
Solarshine Domain 4,102805
Lunalusion Domain 1,102806
Lunalusion Domain 2,102807
Lunalusion Domain 3,102808
Lunalusion Domain 4,102809
Solarshine Fruit,102810
Lunalusion Fruit,102811
Dragonfly Captain,102812
Solarshine Fruit,102813
Lunalusion Fruit,102814
Sunfire,102821
Moonstrike,102822
Dragonfly Captain,102823
Sunfire,102831
Moonstrike,102832
Dragonfly Captain,102833
Light–Dark Entwined Entity,102834
Withered Bloomshard,102901
Defense Device of the Ruin,102902
Defense Device of the Ruin,102903
Rock Wall Embedded with Crimson Crystal,102904
Rock Wall of the Ruin,102905
Illusory Bloom,102906
Large Illusory Bloom,102907
Withered Bloomshard,102911
Withered Bloomshard,102921
Breath of the Dead Soil,102922
Erosion Bloom Afterimage,103001
Erosion Bloom Afterimage,103002
Scarlet Abyss,103003
Scarlet Abyss - P1 Afterimage,103004
Scarlet Abyss - P2 Afterimage,103005
Erosion Bloom Afterimage (Huge),103006
Edge Blade,103007
Hallucination Crystal Cluster,103008
Virtual Hallucination Crystal Cluster,103009
Erosion Bloom Afterimage,103011
Erosion Bloom Afterimage,103012
Scarlet Abyss,103013
Erosion Bloom Afterimage,103021
Erosion Bloom Afterimage,103022
Scarlet Abyss,103023
Erosion Bloom Afterimage,103024
Erosion Bloom Afterimage,103025
Paradox-Calamity Remnant - Origin,103100
Annihilation Cannon,103101
Annihilation Cannon,103102
Mech Illusion I,103103
Mech Illusion V,103104
Tripod Oculopod,103105
Dragonbane Golem Illusion,103106
Paradox-Calamity Remnant - Origin,103107
Paradox-Calamity Remnant - Origin,103108
Mech Illusion V,103109
Dragonbane Golem - Right Cannon,103110
Dragonbane Golem - Left Cannon,103111
Paradox-Calamity Remnant - Continuation,103200
Invisible Monster (Blink Target Point - Long Edge),103201
Invisible Monster (Arena Center Point),103202
Dragonbane Golem Illusion (Phase 2),103203
Invisible Monster (Blink Target Point - Short Edge),103204
Mech Sentinel,103205
Mechanical Oculopod,103206
Paradox-Calamity Remnant - Continuation,103207
Paradox-Calamity Remnant - Continuation,103208
Invisible Monster (End-Cinematic Charge),103209
Patrol Sentinel,103210
Patrol Oculopod,103211
Patrol Oculopod,103212
Patrol Oculopod,103213
Paradox-Calamity Remnant - Final,103300
Dragonbane Golem - Right Cannon,103301
Dragonbane Golem - Left Cannon,103302
Zone A Marker,103303
Zone A Marker,103304
Zone A Marker,103305
Zone A Marker,103306
Annihilation Cannon - Morph,103307
Paradox-Calamity Remnant - Final,103308
Paradox-Calamity Remnant - Final,103309
Paradox-Calamity Remnant - Final Phantom,103310
Paradox-Calamity Remnant - Final Phantom,103311
Lapsis,103400
Rotating Platform Inner Ring,103401
Rotating Platform Middle Ring,103402
Rotating Platform Outer Ring,103403
Light Spear (Invisible Monster),103404
Lapsis,103410
Lapsis,103420
Lightformed Minion,103421
Lightformed Minion,103422
Lightformed Minion,103423
Unnamed Targetable Entity 103424,103424
Lapsis - Polar Day,103500
Light Shaping,103501
Light Shaping,103502
Light Shaping,103503
Light Shaping,103504
Light Shaping,103505
Ascension (Invisible Monster),103506
Arena Center Placeholder (Invisible Monster),103507
Light Shaping,103508
Vortex,103509
Lapsis - Polar Day,103510
Light Shaping,103511
Lapsis 02 Light Humanoid - Guardblade,103512
Lapsis 02 Light Humanoid - Sword & Shield,103513
Lapsis - Polar Day,103520
Lapsis - Polar Night,103600
Lapsis - Polar Night,103601
Lapsis Control - Light Orb,103602
Lapsis Control - Dark Orb,103603
Owlbeast,103604
Lapsis - Polar Night,103610
Lapsis - Polar Night,103620
Byrnhald Swordsman Phantom,110001
Byrnhald Spearman Phantom,110002
Byrnhald Shield Bearer Phantom,110003
Tina,130101
Tatta,130102
Airona,130103
Denvel,130110
Berserk - Dark Mist Sergeant,130111
Elite: Shadow Blade,130112
Patrolling Dark Mist Sergeant,130113
Fleeing Dark Mist Sergeant,130114
Dark Mist Swordsman,130115
Corrupted Dark Mist Soldier,130116
Dark Mist Swordsman,130117
Dark Mist Legion Rifleman,130118
Dark Mist Swordsman,130119
Dark Mist Legion Rifleman,130120
Dark Mist Swordsman,130121
Corrupted Dark Mist Soldier,130122
Berserk - Dark Mist Sergeant,130123
Berserk - Dark Mist Sergeant,130124
Dark Mist Swordsman,130190
Dark Mist Legion Rifleman,130191
Dark Mist Legion Shield Bearer,130192
Dark Mist Legion Officer Swordsman,130193
Dark Mist Lancer,133101
Dark Mist Guard,133102
Dark Mist Gunner,133103
Dark Mist Swordsman,133104
Dark Mist Scout,133111
Dark Mist Shield Bearer,133112
Boss - Dark Mist Swordsman,133115
Dark Mist Gunner,133116
Corrupted Dark Mist Soldier,133117
Corrupted Dark Mist Soldier,133118
Boss - Dark Mist Mage,133119
Corrupted Dark Mist Soldier,133120
Corrupted Source,133121
The Cunning Dark Mist Mage,133122
Boss - Dark Mist Mage,133123
Bonded Foxen,170081
Kartgriff - Guardian of the Realm,190101
Gamma-Type Support Mech,190102
Quadruped Mech Soldier,190103
Patrolling Oculoid,190104
Airona,190105
Silaite's Phantom,190106
Rotaru's Phantom,190107
Beta-Type Combat Golem,190108
Wedge Pillar,210101
Style Skill - Dummy,210102
Ultimate Sound Effect Left,210105
Ultimate Sound Effect Right,210106
Basic Sound System,210107
Void Prism,501901
Void Prism,501902
Void Prism,501903
Elite Illusory Plague Goblin,511031
Goblin Warrior,512011
Goblin Priest,512012
Goblin Shaman,512013
Airona,512014
Fafala,512015
Boarrier Tyrant,512021
Boarrier Storm,512022
Airona,512023
Foxen,512031
Wasteland Foxen,512032
Airona,512033
Dark Mist Swordsman,530101
Dark Mist Legion Rifleman,530102
Dark Mist Legion Shield Bearer,530103
Priest Stanley,530104
Airona,530105
Asterleeds Trooper,530106
Narulu,530301
Olvera,530302
Jerrad,530303
Weak Dark Mist Sergeant,530304
Olvera,530305
Void Goblin Cudgel,530321
Void Goblin Dagger,530322
Void Goblin Cudgel,530331
Void Goblin Dagger,530332
Void Goblin Wind Mage,530334
Void Goblin Crossbow,530341
Void Goblin Fire Mage,530343
Void Goblin Axe,530351
Void Goblin Dagger,530352
Void Goblin Crossbow,530353
Void Tempest Ogre,530354
Void Goblin Cudgel,530391
Void Goblin Dagger,530392
Void Goblin Crossbow,530393
Void Goblin Sword,530394
Void Goblin Axe,530395
Void Goblin Mage,530396
Void Goblin Fire Mage,530397
Void Goblin Forest Mage,530398
Void Goblin Wind Mage,530399
Undead Kanamia Warrior,540101
Undead Kanamia Archer,540102
Undead Kanamia Warrior,540103
Undead Kanamia Archer,540104
Undead Byrnhald Swordsman,540105
Undead Asterleeds Soldier,540106
Undead Asterleeds Officer,540107
Undead Asterleeds Soldier,540108
Undead Asterleeds Soldier,540109
Support Spirit Binder,540110
Maximo,540111
Undead Kanamia Warrior,540112
Undead Kanamia Archer,540113
Undead Byrnhald Swordsman,540114
Undead Asterleeds Soldier,540115
Undead Kanamia Warrior,540116
Undead Kanamia Archer,540117
Undead Byrnhald Swordsman,540118
Undead Asterleeds Soldier,540119
Undead Kanamia Warrior,540120
Undead Kanamia Archer,540121
Undead Kanamia Warrior,540122
Undead Kanamia Archer,540123
Undead Byrnhald Swordsman,540124
Undead Asterleeds Soldier,540125
Support Spirit Binder,540126
Support Spirit Binder,540127
Support Spirit Binder,540128
Undead Kanamia Warrior,540129
Undead Kanamia Archer,540130
Tina,540131
Male Kanamia Soldier,540201
Female Kanamia Soldier,540202
Lynx Claw,540301
Green Warbler,540302
Roaring Lion,540303
Quinin,540304
Male Kanamia Soldier,540305
Female Kanamia Soldier,540306
Necalli,540401
Necalli's Minion,540402
Kanamia Guard,540603
Kanamia Guard - Attract,540604
Jerrad,551001
Asterleeds Trooper,552001
Airona,552002
Dorothy,552003
Wooden Dummy,552004
Void - Goblin Cudgel 1 - For Defense Gameplay,552005
Void - Dark Mist Trooper 1 - For Defense Gameplay,552006
Five-Stage Escape Target - Young Man,552007
Five-Stage Escape Target - Young Woman,552008
Five-Stage Escape Target - Elderly Man,552009
Five-Stage Escape Target - Middle-Aged Woman,552010
Five-Stage Escape Target - Young Boy,552011
Five-Stage Escape Target - Young Girl,552012
Void - Goblin Cudgel 2 - For Defense Gameplay,552013
Void - Dark Mist Trooper 2 - For Defense Gameplay,552014
Void - Goblin Cudgel 3 - For Defense Gameplay,552015
Void - Dark Mist Trooper 3 - For Defense Gameplay,552016
Void Goblin Fire Mage,552017
Void Goblin Forest Mage,552018
Void Goblin Wind Mage,552019
Void - Goblin King,552020
Void - Goblin Cudgel,552021
Void - Legion Soldier,552022
Void - Goblin Mage,553501
Void - Goblin Dagger,553502
Void - Goblin Cudgel,553503
Void - Goblin Dagger,553504
Mysterious Girl,560301
Mysterious Girl,560302
Airona,560303
Arachnocrab,560401
Arachnocrab,560402
Darya,560403
Airona,560404
Blackstone Legion Soldier,560701
Blackstone Legion Soldier,560702
Nevelle,570301
Blackstone Legion Soldier,570302
Darya,570303
Airona,570304
Blackstone Legion Soldier,570305
Blackstone Legion Soldier,570306
Grieg,570401
Rock Lizard,570402
Naldi,570403
Miner - Dead,570404
Caprahorn,570501
Blackstone Legion Soldier,570601
Blackstone Legion Soldier,570602
Engram Monitor,580401
Engram Monitor,580402
Engram Monitor,580403
Nappo,580405
Nappo,580406
Nappo,581101
Arachnocrab,581102
Arachnocrab,581103
Swift Arachnocrab,581104
Swift Arachnocrab,581105
Lizardman Soldier,590001
Abyssal Gazer,590002
Golden Juggernaut,590101
Phantom Arachnocrab,590102
Mist-Piercing Fang,590103
Klausze,590104
General Yageer,590105
Tripod Heavy Oculopod,591001
Tripod Oculopod,591002
Tomb Guardian,591003
Divine Punisher,591004
Cabbage Warrior,604001
Cabbage Flee Test,604002
Timid Mushroom,604003
Timid Mushroom - Dead,604004
Cabbage Patrol 1,604005
Cabbage Patrol 2,604006
Cabbage Patrol 3,604007
Cabbage Patrol 4,604008
Cabbage Warrior,604009
Grappling Hook 1,612101
Blazing Boar,612111
Hurricane Boar,612112
Brutal Boarrier,612113
Kanamia Wraith,612114
Fiery Axe,612115
Kanamia Crossbow,612117
[Boss] Kanamia Axelord,612118
Hatchet Warrior,612119
Nocturne Foxen,612120
Foxen,612121
Shadow Foxen,612122
Piggy Hero,612123
Goblin King - Void,612401
Caprahorn,643101
Caprahorn,643301
Caprahorn,643401
Cabbage Mission Member,643801
